psi_ss,k_0_0,k_0_1,k_0_2,k_0_3,k_0_4,k_0_5,k_0_6,k_0_7,k_0_8,k_0_9,k_0_10,k_0_11,k_1_0,k_1_1,k_1_2,k_1_3,k_1_4,k_1_5,k_1_6,k_1_7,k_1_8,k_1_9,k_1_10,k_1_11,k_2_0,k_2_1,k_2_2,k_2_3,k_2_4,k_2_5,k_2_6,k_2_7,k_2_8,k_2_9,k_2_10,k_2_11,k_3_0,k_3_1,k_3_2,k_3_3,k_3_4,k_3_5,k_3_6,k_3_7,k_3_8,k_3_9,k_3_10,k_3_11
-1.437529879041783,8.358166903106296e-15,7.269135595444673e-15,14.14213562373096,-4.419490703335307e-14,-2.309577596916342e-14,5.878255201427334e-15,6.843835096384134e-15,1.4882737813977e-14,6.18243050445513,-1.2870937574650095e-14,-4.2893530347064795e-15,-3.1493515878214887e-15,1.3287233040299762,-9.911331614940954,-3.154740068519995e-14,39.80183367652246,-4.9733860916195575e-14,9.387310168383127e-15,1.2670832027057857,-9.451540262482796,-1.2870937574650095e-14,9.46400156313611,-1.3360589649718661e-14,1.0853784523117767e-14,-9.911331614940948,-1.3287233040299435,-5.623539612378965e-15,-4.0550492053977455e-14,39.80183367652242,4.6866219800539384e-15,-9.451540262482796,-1.2670832027057655,-4.2893530347064795e-15,-1.3360589649718661e-14,9.464001563136089,2.5285380945307274e-15,-5.351037956973553e-18,2.2190552487749208e-16,-1.921205813571866e-15,3.0374706150258697e-14,5.290229083083984e-15,7.071067811865466,8.071249255842854e-17,-1.0628007106312856e-15,-3.1493515878214887e-15,1.0853784523117767e-14,2.5285380945307274e-15,4.908667071603405
-1.4287910955825625,9.046223487888128e-15,-1.0148457069498728e-14,14.142135623730997,2.8006949933327394e-14,-1.2894773831965453e-14,5.827191466622016e-15,6.007792878408921e-15,-1.496824023695909e-15,6.1824305044551595,9.360911470745965e-15,-9.46621268792357e-16,2.856116827177649e-15,1.4152844478811588,-9.89934189386281,2.1227992552838908e-15,39.80183367652262,3.100384532439548e-14,2.313415676398916e-15,1.3496287342308013,-9.440106750225434,9.360911470745965e-15,9.46400156313613,6.522560269672794e-15,6.120687390836815e-16,-9.899341893862726,-1.4152844478811744,4.326074189761967e-15,3.8302694349567913e-14,39.80183367652242,5.974407478871146e-16,-9.440106750225365,-1.3496287342308144,-9.46621268792357e-16,6.522560269672794e-15,9.4640015631361,3.2610584681179814e-17,5.920587621945316e-16,1.3381134220091653e-14,2.0040812634711325e-15,-1.773084687753394e-14,-4.269644941032752e-15,7.0710678118654835,5.85135212346891e-16,4.418421919819706e-15,2.856116827177649e-15,6.120687390836815e-16,3.2610584681179814e-17,4.908667071603404
-1.420052312123342,9.070076362022147e-15,-2.0923868464746278e-14,14.142135623730944,3.708452960724498e-14,-1.1989007400491918e-14,7.814090423111987e-15,6.055165687802666e-15,-1.6237208432201734e-14,6.182430504455132,-2.090004121942489e-15,-2.6833708929613277e-15,1.4144618721498463e-15,1.5017375123319865,-9.886596201122746,7.216798706638945e-15,39.80183367652237,-1.0291247021232395e-14,4.000992476370778e-15,1.4320712002098697,-9.427952336188467,-2.090004121942489e-15,9.46400156313608,-4.336808689942018e-15,7.034754233130904e-15,-9.88659620112278,-1.501737512331982,5.205076864048019e-15,-2.914335439641036e-14,39.80183367652249,9.405379119737504e-16,-9.42795233618849,-1.4320712002098674,-2.6833708929613277e-15,-4.336808689942018e-15,9.464001563136113,1.0280579654601196e-15,-1.487477159026808e-17,-2.5536433149785996e-14,4.662209311929693e-15,3.143141630605251e-14,5.947913746183992e-15,7.071067811865472,1.7139622805415622e-16,-1.0500187295784236e-14,1.4144618721498463e-15,7.034754233130904e-15,1.0280579654601196e-15,4.9086670716034035
-1.4113135286641214,9.105914365171695e-15,2.0090460868811805e-14,14.142135623730942,-6.113443160645773e-15,-1.843670396730101e-14,9.571897981164342e-15,5.9668445622840084e-15,6.9012457612029835e-15,6.18243050445513,-1.6669500716468712e-15,-2.8069786752113946e-15,4.086546517067494e-15,1.5880758953206553,-9.873095510056688,1.5384864443435085e-15,39.801833676522385,1.0308594255992178e-14,-4.7685772670474226e-15,1.5144043048539424,-9.415077948554217,-1.6669500716468712e-15,9.464001563136073,-1.3530843112619095e-15,2.1041408552464408e-17,-9.873095510056661,-1.5880758953206584,5.024339767812421e-15,8.604228440844965e-15,39.80183367652232,-1.5208064951278645e-15,-9.415077948554186,-1.514404304853948,-2.8069786752113946e-15,-1.3530843112619095e-15,9.464001563136083,-4.4235322613591897e-16,9.311996427036542e-17,-3.035552246335001e-15,-2.089879817537974e-15,-1.7696939513989724e-14,-1.5430717932235633e-15,7.071067811865472,9.283590782149126e-17,1.7378127651189528e-15,4.086546517067494e-15,2.1041408552464408e-17,-4.4235322613591897e-16,4.908667071603408
-1.4025747452049009,8.879965390916094e-15,-3.232284403426462e-14,14.142135623730976,9.346675984519176e-15,-1.58245796318674e-14,-1.4368675405358088e-15,5.911087759297566e-15,-1.0458559185634525e-14,6.1824305044551515,8.875239769995571e-15,-5.92832947153873e-16,2.1733383191402156e-15,1.6742930035431485,-9.858840851656336,2.4873345650586093e-14,39.801833676522634,4.011981719065368e-14,1.6445954194429697e-14,1.5966217607254949,-9.401484570486243,8.875239769995571e-15,9.46400156313614,1.419003803349029e-14,1.139258031068326e-14,-9.858840851656257,-1.6742930035431602,8.722013265015631e-15,6.078471059822735e-14,39.80183367652232,1.1092299705667955e-15,-9.401484570486165,-1.5966217607255047,-5.92832947153873e-16,1.419003803349029e-14,9.464001563136053,7.517158615208412e-16,7.719599935255358e-16,-5.6264598504081814e-15,-3.257571993075854e-15,3.5130572499842056e-14,3.6494170217856085e-15,7.071067811865486,7.99357260996539e-16,-9.409372358015854e-15,2.1733383191402156e-15,1.139258031068326e-14,7.517158615208412e-16,4.908667071603416
-1.3938359617456801,9.561206155631654e-15,2.062196486636703e-17,14.142135623730926,1.4202587841358164e-14,-1.7068909367604655e-14,-8.938297626614201e-15,6.4001687426467446e-15,-7.291211062069903e-15,6.182430504455123,2.924170452083336e-17,-2.8746612031712526e-15,-9.006071995704319e-15,1.7603822529566542,-9.843833314490585,7.940887846664865e-15,39.80183367652241,-5.824334070592126e-15,-7.133211542683548e-15,1.6787172892185764,-9.387173240054246,2.924170452083336e-17,9.464001563136089,3.0531133177191805e-15,-3.093799782779603e-15,-9.843833314490565,-1.7603822529566526,4.538909005875791e-15,8.881784197001254e-15,39.80183367652235,-1.3392490875221701e-15,-9.387173240054231,-1.6787172892185747,-2.8746612031712526e-15,3.0531133177191805e-15,9.464001563136067,-1.5064946001079627e-16,1.5781009257058005e-16,-6.329949439647571e-15,-1.1654038979435474e-14,-2.747392392124604e-16,-2.714422620531497e-15,7.071067811865483,1.613662480418315e-16,-1.6870099770865152e-15,-9.006071995704319e-15,-3.093799782779603e-15,-1.5064946001079627e-16,4.908667071603409
-1.3850971782864596,3.198490846445134e-14,3.8688871462233374e-14,14.142135623730937,2.5505775603236122e-15,-5.2752978248455626e-14,1.8904434109687316e-15,1.818915220698858e-14,-2.1253183033251354e-16,6.1824305044551515,3.3066670915091014e-15,-7.65042555810182e-15,4.7863430145190124e-15,1.8463370692824677,-9.828074044623085,1.0068381270856972e-14,39.80183367652244,2.849157583699216e-14,1.873084942258015e-14,1.7606846210383416,-9.372145050155375,3.3066670915091014e-15,9.464001563136096,1.2870126522261903e-14,4.284078398106107e-15,-9.828074044623044,-1.8463370692824763,7.288579688693555e-15,7.270127201484771e-14,39.80183367652242,3.514229674657962e-15,-9.372145050155343,-1.7606846210383647,-7.65042555810182e-15,1.2870126522261903e-14,9.464001563136081,3.307761516611666e-15,-6.251079862005765e-16,-1.9257103713764543e-14,5.0220731611622195e-15,3.390382417673351e-14,1.33861364420206e-14,7.071067811865472,-2.11084837794072e-15,-1.0470191089486608e-14,4.7863430145190124e-15,4.284078398106107e-15,3.307761516611666e-15,4.908667071603387
-1.376358394827239,9.481913266163014e-15,3.092639913707483e-15,14.14213562373094,1.6798890849644853e-14,-1.543369160365781e-14,4.58445727229802e-15,6.4020366790625295e-15,-2.2045737926501e-16,6.182430504455132,3.2469225440501403e-15,-1.8558686397698555e-15,1.84825947391665e-15,1.9321508885079193,-9.811564245523599,6.123492397820747e-15,39.801833676522335,-5.4899661205975965e-14,2.947991175814218e-14,1.8425174966798141,-9.356401148429896,3.2469225440501403e-15,9.46400156313606,-1.2212453270876716e-14,9.914439103430506e-15,-9.811564245523677,-1.9321508885079037,6.585260513181065e-15,-3.9968028886505635e-14,39.8018336765226,4.774274559947042e-15,-9.356401148429969,-1.842517496679802,-1.8558686397698555e-15,-1.2212453270876716e-14,9.464001563136124,1.3583589558299894e-15,4.90148370985411e-16,1.540054813221053e-14,-4.551868294987243e-15,-1.0069680773943106e-14,-2.710669579493886e-15,7.071067811865486,6.1807683215919755e-16,8.427802351293377e-15,1.84825947391665e-15,9.914439103430506e-15,1.3583589558299894e-15,4.908667071603415
-1.3676196113680186,8.202332675141949e-15,3.9578753963356155e-16,14.142135623730955,3.1872065787358407e-15,-1.9411359827144856e-14,6.319175553231056e-15,8.394797804969168e-15,2.798927666042995e-15,6.182430504455148,5.280432158055723e-15,-3.923035806731654e-15,2.397544759678915e-15,2.017817157387728,-9.794305177977222,9.867342052363806e-15,39.80183367652241,-9.854889762088349e-15,1.3699652369332994e-15,1.924209666905829,-9.339942737174479,5.280432158055723e-15,9.464001563136087,-5.9674487573602164e-15,5.230658398344227e-15,-9.794305177977245,-2.0178171573877117,-4.4740113411121385e-15,-2.968551032221981e-14,39.8018336765224,-1.1710131551278733e-15,-9.339942737174491,-1.9242096669058117,-3.923035806731654e-15,-5.9674487573602164e-15,9.464001563136097,-7.123730180476841e-16,5.790728482438294e-16,-1.0447132917202896e-14,-3.1741310052656114e-15,2.0258199492181747e-14,-6.386602411752696e-16,7.071067811865471,1.5085601085021863e-16,-5.851735602407223e-15,2.397544759678915e-15,5.230658398344227e-15,-7.123730180476841e-16,4.90866707160341
-1.358880827908798,8.98059421156053e-15,7.603771537024975e-15,14.142135623730958,-1.0604155922505919e-14,-1.9586179966720323e-14,3.0245712485322643e-15,5.9565185514584e-15,4.4401780341072144e-15,6.1824305044551275,-1.0353312999186099e-14,-4.7150324522915376e-15,2.7726914754199338e-15,2.1033293339444543,-9.776298159987197,-8.713502272358176e-15,39.801833676522506,-1.625869577859262e-14,-1.491706504018411e-14,2.005754893224357,-9.32277107324956,-1.0353312999186099e-14,9.464001563136094,-6.7307270867900115e-15,-9.664441709011485e-15,-9.776298159987263,-2.1033293339444463,1.9917980901228376e-15,-4.440892098500609e-15,39.80183367652255,-3.443400130069272e-15,-9.322771073249607,-2.005754893224351,-4.7150324522915376e-15,-6.7307270867900115e-15,9.464001563136135,-1.8948383485950026e-15,-7.85019740577465e-16,-9.616541638723032e-16,-1.4135945660899227e-15,-4.503886371641207e-14,-7.324250347354287e-15,7.071067811865488,-6.438377791839355e-16,8.040686571677965e-15,2.7726914754199338e-15,-9.664441709011485e-15,-1.8948383485950026e-15,4.908667071603414
-1.3501420444495775,9.409498235251767e-15,-1.8925694331787557e-15,14.142135623730907,-4.030858209184001e-14,-2.7610038884450975e-14,6.273504290199901e-16,6.206936875932979e-15,7.114009971315667e-15,6.1824305044551355,-9.925316082973988e-17,-2.4519703753657595e-15,-4.523381498052246e-16,2.188680887967969,-9.757544566674763,2.2182370524143286e-15,39.80183367652249,2.5582834461968083e-14,-1.7370162971138917e-15,2.0871469483648273,-9.304887467983905,-9.925316082973988e-17,9.464001563136112,4.371503159461571e-15,-5.424501593799215e-16,-9.75754456667472,-2.188680887967972,3.594520067357416e-15,2.4980018054066054e-14,39.801833676522364,-1.2176508302023994e-15,-9.304887467983864,-2.087146948364833,-2.4519703753657595e-15,4.371503159461571e-15,9.464001563136083,4.772710865824573e-17,5.705738483145362e-16,-6.8501875821361705e-15,7.679761601494861e-16,-5.365256642375384e-16,-1.689428778990918e-15,7.071067811865475,4.840854722006729e-16,-1.854740289068044e-15,-4.523381498052246e-16,-5.424501593799215e-16,4.772710865824573e-17,4.908667071603409
-1.3414032609903568,7.715486774314003e-15,-2.4972446587475742e-14,14.142135623730951,5.1151052375829594e-14,3.457770184943446e-15,5.086349160419281e-16,2.7818441202662685e-15,-1.5977612896557155e-14,6.1824305044551275,5.452789792958662e-15,1.5912181404029211e-15,-7.351533430672873e-15,2.273865301514322,-9.738045830173991,-4.01683943138104e-15,39.801833676522406,6.7733477321323935e-15,6.985945735550214e-15,2.1683796167537683,-9.286293287074157,5.452789792958662e-15,9.464001563136078,-2.2898349882893854e-15,6.019421713274551e-15,-9.738045830173972,-2.273865301514328,-2.2391317511263477e-15,-4.430427327489291e-16,39.80183367652244,6.653655114938592e-16,-9.286293287074168,-2.1683796167537737,1.5912181404029211e-15,-2.2898349882893854e-15,9.464001563136108,1.037745270228784e-15,-1.8335011134107897e-15,7.782273250627794e-16,-1.449944453107508e-14,2.8176104590324877e-14,1.1396771974205269e-14,7.071067811865486,-1.5538444799888084e-15,-4.332802566003441e-15,-7.351533430672873e-15,6.019421713274551e-15,1.037745270228784e-15,4.908667071603407
-1.3326644775311363,9.278032027822697e-15,1.2214774547169986e-14,14.142135623730987,-4.337815412915142e-14,-2.911643224413195e-14,-2.7233464609824586e-15,6.125652816514614e-15,1.507926963595136e-14,6.182430504455137,-3.968364428909829e-15,-3.568280887390063e-15,1.3482833560809823e-15,2.3588760694033204,-9.71780343952256,-2.7127393059762815e-16,39.801833676522456,3.625572064791526e-15,3.743194444966358e-15,2.249446694989368,-9.266989950480882,-3.968364428909829e-15,9.4640015631361,-1.8041124150158794e-15,-4.125758314384433e-15,-9.717803439522601,-2.3588760694033115,3.728188354316017e-15,9.436895709313827e-15,39.80183367652245,9.887063276477613e-16,-9.266989950480893,-2.249446694989368,-3.568280887390063e-15,-1.8041124150158794e-15,9.464001563136112,-1.19246736797762e-15,4.754367839282971e-16,1.5695849377060008e-15,6.2647403538494125e-15,-1.3734526301427726e-14,-4.407519048574051e-15,7.071067811865489,4.471605519707137e-16,4.112278826473014e-15,1.3482833560809823e-15,-4.125758314384433e-15,-1.19246736797762e-15,4.908667071603409
-1.3239256940719157,5.174778244033297e-15,-4.942359582329775e-15,14.14213562373094,4.791624418245351e-14,1.5523173442495776e-14,-3.4642014795066135e-15,-3.9683248188232416e-16,-1.2274527829381484e-14,6.182430504455137,1.725608159103969e-15,3.633864798386839e-15,2.8584285916704706e-15,2.443706699715344,-9.696818940547915,2.4882004746234045e-14,39.80183367652274,1.0766362234084651e-13,-1.3421556848070577e-14,2.330341992315244,-9.2469789323198,1.725608159103969e-15,9.464001563136167,1.6285697818272992e-14,-4.152910243295123e-16,-9.696818940547772,-2.443706699715377,1.014765823915558e-14,5.866232514987863e-14,39.80183367652253,7.119605258470529e-15,-9.246978932319704,-2.3303419923152697,3.633864798386839e-15,1.6285697818272992e-14,9.464001563136124,2.7864668010342324e-15,2.5663441799716024e-16,1.0008912981429517e-14,2.3302277177740803e-15,-1.1410227109203645e-14,5.074597666436295e-15,7.071067811865477,-6.64213943340519e-16,7.25736788003799e-15,2.8584285916704706e-15,-4.152910243295123e-16,2.7864668010342324e-15,4.908667071603409
-1.3151869106126952,1.004064881794233e-14,2.506041418284199e-14,14.142135623730958,1.3916677987393123e-14,-1.7351864199288613e-14,-4.6888317720989354e-15,6.693350947167038e-15,1.1482819825475484e-14,6.182430504455132,5.794043843928622e-15,-1.2937058892994519e-15,2.718167841711542e-15,2.528350714287223,-9.675093935748777,-2.976675623433268e-15,39.80183367652231,-9.740472317609772e-15,-1.346870320909236e-14,2.4110593310932456,-9.226261760749031,5.794043843928622e-15,9.464001563136073,-1.6653345369377348e-15,-7.52040438280979e-15,-9.675093935748787,-2.528350714287221,3.4055379233718216e-15,-2.1094237467877974e-14,39.80183367652238,-3.661436972944733e-15,-9.226261760749054,-2.411059331093239,-1.2937058892994519e-15,-1.6653345369377348e-15,9.464001563136083,-2.5057391947414577e-15,3.2384144773198904e-16,1.7591909112356882e-14,-1.4307921325532936e-15,-3.663250702294072e-14,-1.0669292132835114e-14,7.071067811865489,3.0611808745322975e-16,1.0117458080817066e-14,2.718167841711542e-15,-7.52040438280979e-15,-2.5057391947414577e-15,4.908667071603409
-1.3064481271534747,3.409034280418239e-15,-4.505269411603326e-15,14.142135623730905,-1.3008634849535903e-14,5.102575944151442e-15,-3.691567013734998e-15,1.3622049603219775e-15,-1.6260398932771848e-16,6.1824305044551275,-5.929019373105019e-15,1.1126570221922286e-15,-4.327396593158651e-15,2.612801649206784,-9.65263008417409,-1.078161629773137e-14,39.80183367652251,4.773959005888173e-14,-6.2868045939681994e-15,2.4915925472751494,-9.20484001785341,-5.929019373105019e-15,9.464001563136108,7.632783294297945e-16,-6.3463650535211855e-15,-9.652630084174106,-2.6128016492067907,-1.8447188070898597e-14,1.167468899332391e-14,39.801833676522456,1.276645755097737e-15,-9.204840017853394,-2.4915925472751494,1.1126570221922286e-15,7.632783294297945e-16,9.464001563136097,-3.277052899087639e-15,-2.920745025966337e-15,2.1669286781983657e-14,-9.957271127022985e-16,-4.465570926064075e-14,-2.0023374311015358e-14,7.071067811865474,1.5115089883184142e-16,1.7715420477128695e-14,-4.327396593158651e-15,-6.3463650535211855e-15,-3.277052899087639e-15,4.908667071603407
-1.297709343694254,8.275184339535826e-15,2.5367086844812507e-14,14.142135623730931,-4.731762532057379e-14,-2.7697106405659662e-14,6.86687404492202e-15,5.29853356543079e-15,1.5533985718338864e-14,6.182430504455125,-5.635268265625389e-15,-3.6761563738703165e-15,5.311243716693454e-15,2.697053055306621,-9.629429101294717,-8.639783083123692e-16,39.80183367652248,-6.23112672570869e-14,2.1684777363714588e-14,2.5719354908734537,-9.182715339522286,-5.635268265625389e-15,9.464001563136097,-1.484923295436147e-14,-2.862099414669475e-15,-9.629429101294782,-2.6970530553065943,5.96650369671785e-15,-5.551115123125783e-14,39.801833676522605,7.840452640639443e-15,-9.182715339522344,-2.571935490873431,-3.6761563738703165e-15,-1.484923295436147e-14,9.464001563136135,-1.0191955056660145e-15,9.907337938195572e-16,2.087817100966554e-14,5.421000207312376e-15,-1.9762657680364763e-14,-8.545273312011844e-15,7.071067811865474,1.126884819394889e-15,1.3445111238861425e-14,5.311243716693454e-15,-2.862099414669475e-15,-1.0191955056660145e-15,4.908667071603404
-1.2889705602350334,9.450086573574012e-15,1.198579343337467e-14,14.14213562373095,-1.1586825066208028e-14,-1.1738190480403731e-14,2.6757458114590047e-15,4.854600109117798e-15,8.044474005317483e-15,6.182430504455134,-1.155292344648944e-14,-3.9716634304979934e-15,9.270589183483504e-16,2.7810984986563207,-9.605492758873506,-2.5493008939211844e-14,39.80183367652245,3.6359804056473877e-14,8.604382893207826e-15,2.652082026430854,-9.159889415325644,-1.155292344648944e-14,9.4640015631361,5.9674487573602164e-15,6.626939967205187e-15,-9.605492758873458,-2.781098498656336,-5.031779287571858e-15,1.4294121442048878e-14,39.80183367652234,2.8875529587866847e-16,-9.15988941532561,-2.6520820264308584,-3.9716634304979934e-15,5.9674487573602164e-15,9.464001563136083,5.479150757996099e-16,-2.2076746869490365e-15,-9.032173911993837e-15,1.3337967381822683e-15,4.064762018377366e-14,1.2218883469252805e-14,7.071067811865478,-1.6784252240678177e-15,-8.407808681171884e-15,9.270589183483504e-16,6.626939967205187e-15,5.479150757996099e-16,4.908667071603402
-1.280231776775813,8.028597159011237e-15,2.5715952080705872e-14,14.142135623730955,-3.3681035638625663e-14,-2.4833536475435677e-14,2.3047751267141037e-15,5.201482610130242e-15,1.0286040023541177e-14,6.182430504455134,-5.85293192341239e-15,-3.566944419779501e-15,-3.266863006351703e-15,2.864931561054309,-9.580822884829663,-1.1571332307595241e-14,39.80183367652251,3.320260733019609e-14,-1.5316812549195743e-14,2.7320260334891158,-9.136363988384574,-5.85293192341239e-15,9.464001563136106,8.673617379884035e-15,-1.454581988061619e-15,-9.580822884829661,-2.864931561054314,2.6056441228694404e-15,4.82947015711943e-14,39.801833676522406,-6.880544936147962e-15,-9.13636398838455,-2.732026033489123,-3.566944419779501e-15,8.673617379884035e-15,9.464001563136083,-1.0876212895163426e-15,1.2195674524514457e-15,6.510912076560987e-16,-4.888143272943258e-16,5.509759642035163e-15,-4.988629843555458e-15,7.07106781186548,1.3802124879564581e-15,-4.804510714264118e-16,-3.266863006351703e-15,-1.454581988061619e-15,-1.0876212895163426e-15,4.908667071603407
-1.2714929933165924,9.979516822357409e-15,1.887071875704771e-14,14.142135623730923,-1.6096390640669527e-14,-2.5159806404970676e-14,2.0281652316622554e-14,6.5972323728297416e-15,1.1397743615236946e-14,6.182430504455128,-8.620958025303114e-15,-5.541883816842322e-15,5.271734324054717e-15,2.948545840517361,-9.555421363098922,-3.3623389606765274e-15,39.80183367652241,-2.2594773274597912e-14,5.325906366294592e-15,2.8117614070561014,-9.112140855238238,-8.620958025303114e-15,9.464001563136105,-2.0816681711721685e-15,1.643250945653964e-15,-9.55542136309895,-2.948545840517349,1.4031502046244246e-15,-1.665334536937739e-15,39.80183367652242,1.3089072044691555e-15,-9.112140855238247,-2.811761407056097,-5.541883816842322e-15,-2.0816681711721685e-15,9.464001563136094,-2.1770173523953885e-16,5.472797235610645e-16,-1.6372755263433555e-14,4.7009040079832846e-15,1.603256719943071e-14,2.3569515164909293e-15,7.071067811865486,7.395099057406225e-16,-1.0691376147024391e-14,5.271734324054717e-15,1.643250945653964e-15,-2.1770173523953885e-16,4.908667071603409
-1.2627542098573719,-6.478735346173452e-15,5.586622879579039e-15,14.142135623730919,3.843763762403087e-14,2.6423831179242767e-14,-3.590799400840822e-15,-6.94825966914806e-16,-6.58323198400896e-16,6.182430504455144,-2.739517731945519e-15,3.3154597187325392e-15,-1.856473010192048e-15,3.0319349517699425,-9.529290133490338,-2.0297377459274505e-14,39.801833676522456,-8.67667885382154e-15,-5.998753175409457e-15,2.8912820580722096,-9.087221865706939,-2.739517731945519e-15,9.4640015631361,4.760781957654686e-15,-3.101148483453916e-15,-9.529290133490244,-3.0319349517700003,1.3722134665999112e-14,5.195072168496387e-14,39.8018336765224,2.1190803032919395e-15,-9.087221865706901,-2.891282058072245,3.3154597187325392e-15,4.760781957654686e-15,9.464001563136087,-3.30319114919768e-15,4.930357121472762e-15,1.5208173746287638e-14,-2.9047860525671703e-15,-1.2878633585880306e-14,-1.5207223918869547e-14,7.071067811865466,2.283599665193512e-15,6.753213240191803e-15,-1.856473010192048e-15,-3.101148483453916e-15,-3.30319114919768e-15,4.9086670716034035
-1.2540154263981513,1.1763690990249504e-14,-1.1820338755031154e-14,14.142135623730955,-1.6313076274960997e-14,-2.6303339141007035e-14,-1.4375364786720145e-15,8.055826319472258e-15,-1.6836432553912069e-15,6.182430504455128,-7.272065679094174e-15,-6.443289071207722e-15,-2.8899632167219508e-15,3.115092526731747,-9.502431191537273,-4.151895479514703e-15,39.80183367652255,2.7489989006165018e-14,-6.156333194493235e-15,2.9705819138753298,-9.061608922750384,-7.272065679094174e-15,9.464001563136122,6.869504964868156e-15,-2.763634736450584e-15,-9.502431191537257,-3.115092526731739,5.463477195638462e-15,1.67639652653979e-14,39.80183367652238,-5.9125224807693725e-15,-9.061608922750358,-2.970581913875327,-6.443289071207722e-15,6.869504964868156e-15,9.464001563136089,-3.068089889563601e-15,1.504609920246766e-15,-1.0300773334526612e-14,-1.2257064411649146e-14,8.760661095630445e-15,-3.659099029887477e-15,7.071067811865463,8.431791576128734e-16,-3.0794373747473254e-15,-2.8899632167219508e-15,-2.763634736450584e-15,-3.068089889563601e-15,4.908667071603402
-1.2452766429389306,7.453237836566961e-15,1.2300587217796481e-14,14.142135623730931,4.923762669588176e-16,-1.1690989933333073e-14,7.303208634662047e-16,5.074567033304215e-15,8.348093470991795e-15,6.182430504455136,9.336321864642502e-15,3.386400762271846e-15,-2.2167012452518467e-15,3.198012215003777,-9.47484658834571,1.629561695466228e-14,39.80183367652235,-8.38218383591993e-14,1.4660795196890887e-15,3.0496549186645305,-9.035303982322734,9.336321864642502e-15,9.464001563136065,-1.4710455076283324e-14,1.327993392263437e-15,-9.474846588345757,-3.198012215003761,-4.291425332112034e-15,-2.665402620838366e-14,39.801833676522385,1.2345908231126833e-14,-9.035303982322763,-3.049654918664515,3.386400762271846e-15,-1.4710455076283324e-14,9.464001563136094,2.888591459494149e-16,4.3384934478202315e-16,-1.9964399571761302e-14,-9.559968046905209e-15,3.263902834761173e-14,3.186582250708518e-15,7.071067811865478,4.66331885301889e-16,-1.1227885329494445e-14,-2.2167012452518467e-15,1.327993392263437e-15,2.888591459494149e-16,4.908667071603402
-1.23653785947971,6.241407879857156e-16,9.994462223040596e-15,14.142135623730976,-5.002219264225616e-14,-2.5152696830604647e-14,6.6680935022006734e-15,2.0210825472063217e-15,1.6805473577258283e-14,6.182430504455144,-4.874269650829557e-15,-4.778583533139162e-15,5.6383074800020735e-15,3.2806876843534627,-9.446538430437421,1.0510058346724086e-14,39.801833676522264,-4.0596518203920425e-14,-8.88167671475942e-15,3.1284950339625075,-9.008309053223236,-4.874269650829557e-15,9.464001563136037,-7.304327574427314e-15,-3.5178018958728463e-15,-9.446538430437371,-3.2806876843534982,-3.4470952124985327e-15,-1.3267577436152884e-14,39.80183367652241,-1.9932774774326466e-15,-9.008309053223233,-3.128495033962526,-4.778583533139162e-15,-7.304327574427314e-15,9.46400156313608,-4.061110461993037e-16,-4.976004724716518e-16,4.5291030098711534e-15,1.815872151575117e-14,-9.16982106921597e-15,-4.0552371152070426e-15,7.071067811865499,1.8820839381997552e-15,2.0485155264474087e-15,5.6383074800020735e-15,-3.5178018958728463e-15,-4.061110461993037e-16,4.908667071603425
-1.2277990760204895,1.673115083701039e-14,-3.5915347471454767e-14,14.142135623730919,3.984339384655224e-14,-5.808044021265501e-15,5.879519775170771e-15,7.44672789061182e-15,-2.061536349523132e-14,6.182430504455123,-6.132732549146036e-15,-6.286374029145117e-15,-3.4160694361580746e-15,3.3631126211984244,-9.417508879588905,-4.81581139994395e-14,39.801833676522364,5.248908957717639e-15,-7.921803805356321e-15,3.2070962390768907,-8.980626196942561,-6.132732549146036e-15,9.464001563136074,-1.2139496767421764e-15,2.980296338324937e-15,-9.417508879588949,-3.363112621198475,-4.088833654601823e-15,5.899503870597304e-14,39.80183367652251,7.93480238002507e-15,-8.980626196942586,-3.207096239076929,-6.286374029145117e-15,-1.2139496767421764e-15,9.464001563136112,7.7002845650028e-15,-2.756705923257757e-15,-1.4639859040530631e-15,-2.0276879974172355e-15,-1.2084224636913623e-14,1.4489662807009052e-14,7.071067811865479,-3.4207897165474613e-15,1.2424964561068233e-16,-3.4160694361580746e-15,2.980296338324937e-15,7.7002845650028e-15,4.908667071603401
-1.219060292561269,9.740045155411656e-15,1.0855398006776269e-14,14.142135623730937,-8.041048602493743e-14,-5.0592310413031814e-14,3.0792859456240784e-15,6.5678500650994245e-15,1.5876809253502315e-14,6.182430504455113,-9.468808509207504e-15,-5.384200044270984e-15,-1.977383327210663e-16,3.445280731088176,-9.387760152666383,-5.358130147155146e-15,39.80183367652232,1.182214048878207e-14,-5.843081516745657e-15,3.285452531559768,-8.952257527505488,-9.468808509207504e-15,9.46400156313608,1.873501354054965e-15,1.4171089278920602e-15,-9.387760152666399,-3.445280731088169,5.679607872890635e-15,2.720046410331633e-14,39.801833676522264,-2.61814117766582e-15,-8.952257527505491,-3.285452531559768,-5.384200044270984e-15,1.873501354054965e-15,9.464001563136065,2.2562683584694874e-16,5.917969141720106e-16,5.023273145979257e-15,-1.0765287629557484e-14,-1.9185566522884776e-15,-2.2252959390851123e-15,7.071067811865461,5.066315499696261e-16,3.676171788913144e-15,-1.977383327210663e-16,1.4171089278920602e-15,2.2562683584694874e-16,4.908667071603399
